sigma,masses,generation_time,integration_time,conservation_time,galois_time,painleve_time,quaternionic_time,isomorphism_time,max_energy_error,max_angular_momentum_error,max_linear_momentum_error,max_lagrangian_error,energy_conserved,angular_momentum_conserved,linear_momentum_conserved,lagrangian_property_preserved,galois_group,has_painleve_property,quaternionic_monodromy,isomorphism_verified
0.3333333333333333,[1. 1. 1.],0.0008740425109863281,0.011075019836425781,0.07820415496826172,0.11571574211120605,0.018543004989624023,2.86102294921875e-06,0.06043601036071777,5.3965936286314826e-08,2.6983040012126177e-08,1.1443916996305594e-15,0.0025635984385740545,False,False,True,True,Dihedral Galois group with abelian identity component,False,Z_2,True
0.2962962962962963,[1.         1.         1.07407407],0.00090789794921875,0.011839151382446289,0.08179712295532227,0.14187908172607422,0.018403291702270508,2.6226043701171875e-06,0.060132741928100586,5.438471500437771e-08,2.7192329468106622e-08,5.79553433516819e-16,0.002677092766604575,False,False,True,True,"SL(2,C) Galois group with non-abelian identity component",False,Infinite,True
0.2222222222222222,[1.         1.         1.22222222],0.0009100437164306641,0.012284994125366211,0.08201980590820312,0.11029291152954102,0.01821112632751465,3.0994415283203125e-06,0.05953788757324219,5.5755209538214134e-08,2.7877255328926525e-08,6.004449063730082e-16,0.003068971287496891,False,False,True,True,"SL(2,C) Galois group with non-abelian identity component",False,Infinite,True
0.4,[1.         1.         0.83333333],0.0009069442749023438,0.01144719123840332,0.08232593536376953,0.10894393920898438,0.019059181213378906,1.9073486328125e-06,0.06050515174865723,5.2795964792598924e-08,2.639822089701473e-08,7.027150473277823e-16,0.002264101653390331,False,False,True,True,"SL(2,C) Galois group with non-abelian identity component",False,Infinite,False
0.25,[1.         1.         1.16666667],0.0009388923645019531,0.012578725814819336,0.08493423461914062,0.12195682525634766,0.018023014068603516,1.9073486328125e-06,0.06012701988220215,5.5117975947825096e-08,2.7558800104285775e-08,6.753223014464259e-16,0.002825387170708863,False,False,True,True,"SL(2,C) Galois group with non-abelian identity component",False,Infinite,False
