sigma,masses,galois_painleve_time,galois_quaternionic_time,painleve_quaternionic_time,three_way_time,galois_painleve_verified,galois_quaternionic_verified,painleve_quaternionic_verified,three_way_verified,galois_group,branch_point_type,monodromy_type
0.335,[1.         1.         0.89833333],0.06759185791015625,0.06792697906494141,0.0680079460144043,0.20729033946990966,True,True,True,True,Dihedral Galois group with abelian identity component,square root (Z_2),Z_2
